index,gross_lev
2021-01-03 23:59:59.999989+00:00,0.0
2021-01-04 23:59:59.999989+00:00,0.0
2021-01-05 23:59:59.999989+00:00,0.0
2021-01-06 23:59:59.999989+00:00,0.0
2021-01-07 23:59:59.999989+00:00,0.0
2021-01-08 23:59:59.999989+00:00,0.0
2021-01-09 23:59:59.999989+00:00,0.0
2021-01-10 23:59:59.999989+00:00,0.0
2021-01-11 23:59:59.999989+00:00,0.0
2021-01-12 23:59:59.999989+00:00,0.0
2021-01-13 23:59:59.999989+00:00,0.0
2021-01-14 23:59:59.999989+00:00,0.0
2021-01-15 23:59:59.999989+00:00,0.0
2021-01-16 23:59:59.999989+00:00,0.0
2021-01-17 23:59:59.999989+00:00,0.0
2021-01-18 23:59:59.999989+00:00,0.0
2021-01-19 23:59:59.999989+00:00,0.0
2021-01-20 23:59:59.999989+00:00,0.0
2021-01-21 23:59:59.999989+00:00,0.0
2021-01-22 23:59:59.999989+00:00,0.0
2021-01-23 23:59:59.999989+00:00,0.0
2021-01-24 23:59:59.999989+00:00,0.0
2021-01-25 23:59:59.999989+00:00,0.0
2021-01-26 23:59:59.999989+00:00,0.0
2021-01-27 23:59:59.999989+00:00,0.0
2021-01-28 23:59:59.999989+00:00,-1.9143801541217094
2021-01-29 23:59:59.999989+00:00,-2.097390693067551
2021-01-30 23:59:59.999989+00:00,-2.1066824331411356
2021-01-31 23:59:59.999989+00:00,0.0
2021-02-01 23:59:59.999989+00:00,-2.1055459779959107
2021-02-02 23:59:59.999989+00:00,-2.574111283471467
2021-02-03 23:59:59.999989+00:00,0.0
2021-02-04 23:59:59.999989+00:00,0.0
2021-02-05 23:59:59.999989+00:00,0.0
2021-02-06 23:59:59.999989+00:00,0.0
2021-02-07 23:59:59.999989+00:00,0.0
2021-02-08 23:59:59.999989+00:00,0.0
2021-02-09 23:59:59.999989+00:00,0.0
2021-02-10 23:59:59.999989+00:00,0.0
2021-02-11 23:59:59.999989+00:00,0.0
2021-02-12 23:59:59.999989+00:00,0.0
2021-02-13 23:59:59.999989+00:00,0.0
2021-02-14 23:59:59.999989+00:00,0.0
2021-02-15 23:59:59.999989+00:00,0.0
2021-02-16 23:59:59.999989+00:00,0.0
2021-02-17 23:59:59.999989+00:00,0.0
2021-02-18 23:59:59.999989+00:00,0.0
2021-02-19 23:59:59.999989+00:00,0.0
2021-02-20 23:59:59.999989+00:00,0.0
2021-02-21 23:59:59.999989+00:00,0.0
2021-02-22 23:59:59.999989+00:00,0.0
2021-02-23 23:59:59.999989+00:00,0.0
2021-02-24 23:59:59.999989+00:00,0.0
2021-02-25 23:59:59.999989+00:00,0.0
2021-02-26 23:59:59.999989+00:00,0.0
2021-02-27 23:59:59.999989+00:00,0.0
2021-02-28 23:59:59.999989+00:00,0.0
2021-03-01 23:59:59.999989+00:00,0.0
2021-03-02 23:59:59.999989+00:00,0.0
2021-03-03 23:59:59.999989+00:00,0.0
2021-03-04 23:59:59.999989+00:00,0.0
2021-03-05 23:59:59.999989+00:00,0.0
2021-03-06 23:59:59.999989+00:00,0.0
2021-03-07 23:59:59.999989+00:00,0.0
2021-03-08 23:59:59.999989+00:00,0.0
2021-03-09 23:59:59.999989+00:00,0.0
2021-03-10 23:59:59.999989+00:00,0.0
2021-03-11 23:59:59.999989+00:00,0.0
2021-03-12 23:59:59.999989+00:00,0.0
2021-03-13 23:59:59.999989+00:00,0.0
2021-03-14 23:59:59.999989+00:00,0.0
2021-03-15 23:59:59.999989+00:00,0.0
2021-03-16 23:59:59.999989+00:00,0.0
2021-03-17 23:59:59.999989+00:00,0.0
2021-03-18 23:59:59.999989+00:00,0.0
2021-03-19 23:59:59.999989+00:00,0.0
2021-03-20 23:59:59.999989+00:00,0.0
2021-03-21 23:59:59.999989+00:00,0.0
2021-03-22 23:59:59.999989+00:00,0.0
2021-03-23 23:59:59.999989+00:00,0.0
2021-03-24 23:59:59.999989+00:00,0.0
2021-03-26 23:59:59.999989+00:00,0.0
2021-03-27 23:59:59.999989+00:00,0.0
2021-03-28 23:59:59.999989+00:00,0.0
2021-03-29 23:59:59.999989+00:00,0.0
2021-03-30 23:59:59.999989+00:00,0.0
2021-03-31 23:59:59.999989+00:00,0.0
2021-04-01 23:59:59.999989+00:00,0.0
2021-04-02 23:59:59.999989+00:00,0.0
2021-04-03 23:59:59.999989+00:00,0.0
2021-04-04 23:59:59.999989+00:00,0.0
2021-04-05 23:59:59.999989+00:00,0.0
2021-04-06 23:59:59.999989+00:00,0.0
2021-04-07 23:59:59.999989+00:00,0.0
2021-04-08 23:59:59.999989+00:00,0.0
2021-04-09 23:59:59.999989+00:00,0.0
2021-04-10 23:59:59.999989+00:00,0.0
2021-04-11 23:59:59.999989+00:00,0.0
2021-04-12 23:59:59.999989+00:00,0.0
2021-04-13 23:59:59.999989+00:00,0.0
2021-04-14 23:59:59.999989+00:00,0.0
2021-04-15 23:59:59.999989+00:00,0.0
2021-04-16 23:59:59.999989+00:00,0.0
2021-04-17 23:59:59.999989+00:00,0.0
2021-04-18 23:59:59.999989+00:00,0.0
